date,state,year,megatonnes CO2,month
2012-06-01,PA,2012,63.3395936709809,6
2012-07-01,PA,2012,63.25954364292732,7
2012-08-01,PA,2012,63.176825280605286,8
2012-09-01,PA,2012,63.09410691828325,9
2012-10-01,PA,2012,63.014056890229675,10
2012-11-01,PA,2012,62.93133852790764,11
2012-12-01,PA,2012,62.85128849985406,12
2013-01-01,PA,2013,62.81068298005099,1
2013-02-01,PA,2013,62.77007746024793,2
2013-03-01,PA,2013,62.73340150687742,3
2013-04-01,PA,2013,62.69279598707436,4
2013-05-01,PA,2013,62.65350032274881,5
2013-06-01,PA,2013,62.61289480294575,6
2013-07-01,PA,2013,62.5735991386202,7
2013-08-01,PA,2013,62.532993618817144,8
2013-09-01,PA,2013,62.49238809901408,9
2013-10-01,PA,2013,62.453092434688536,10
2013-11-01,PA,2013,62.41248691488547,11
2013-12-01,PA,2013,62.37319125055993,12
2011-01-01,RI,2011,4.160558684569512,1
2011-02-01,RI,2011,4.143436014935523,2
2011-03-01,RI,2011,4.1279703778467605,3
2011-04-01,RI,2011,4.110847708212772,4
2011-05-01,RI,2011,4.094277382760525,5
2011-06-01,RI,2011,4.0771547131265375,6
2011-07-01,RI,2011,4.06058438767429,7
2011-08-01,RI,2011,4.0434617180403025,8
2011-09-01,RI,2011,4.026339048406315,9
2011-10-01,RI,2011,4.0097687229540675,10
2011-11-01,RI,2011,3.9926460533200796,11
2011-12-01,RI,2011,3.976075727867833,12
2012-01-01,RI,2012,3.9593995587623874,1
2012-02-01,RI,2012,3.9427233896569422,2
2012-03-01,RI,2012,3.927123102429267,3
2012-04-01,RI,2012,3.910446933323822,4
2012-05-01,RI,2012,3.894308705157262,5
2012-06-01,RI,2012,3.8776325360518165,6
2012-07-01,RI,2012,3.8614943078852564,7
2012-08-01,RI,2012,3.844818138779811,8
2012-09-01,RI,2012,3.8281419696743657,9
2012-10-01,RI,2012,3.8120037415078056,10
2012-11-01,RI,2012,3.79532757240236,11
2012-12-01,RI,2012,3.7791893442358,12
2013-01-01,RI,2013,3.7791608022254746,1
2013-02-01,RI,2013,3.7791322602151487,2
2013-03-01,RI,2013,3.7791064803348546,3
2013-04-01,RI,2013,3.7790779383245288,4
2013-05-01,RI,2013,3.779050317024214,5
2013-06-01,RI,2013,3.7790217750138884,6
2013-07-01,RI,2013,3.778994153713573,7
2013-08-01,RI,2013,3.7789656117032475,8
2013-09-01,RI,2013,3.7789370696929216,9
2013-10-01,RI,2013,3.7789094483926067,10
2013-11-01,RI,2013,3.778880906382281,11
2013-12-01,RI,2013,3.778853285081966,12
2011-01-01,SC,2011,31.39416001219931,1
2011-02-01,SC,2011,31.33674987364182,2
2011-03-01,SC,2011,31.284895554944733,3
2011-04-01,SC,2011,31.227485416387243,4
2011-05-01,SC,2011,31.17192721778322,5
2011-06-01,SC,2011,31.114517079225728,6
2011-07-01,SC,2011,31.058958880621706,7
2011-08-01,SC,2011,31.001548742064216,8
2011-09-01,SC,2011,30.944138603506726,9
2011-10-01,SC,2011,30.8885804049027,10
2011-11-01,SC,2011,30.83117026634521,11
2011-12-01,SC,2011,30.77561206774119,12
2012-01-01,SC,2012,30.677979495169236,1
2012-02-01,SC,2012,30.580346922597283,2
2012-03-01,SC,2012,30.489013225675134,3
2012-04-01,SC,2012,30.391380653103184,4
2012-05-01,SC,2012,30.296897518356133,5
2012-06-01,SC,2012,30.19926494578418,6
2012-07-01,SC,2012,30.104781811037128,7
2012-08-01,SC,2012,30.007149238465175,8
2012-09-01,SC,2012,29.909516665893225,9
2012-10-01,SC,2012,29.815033531146174,10
2012-11-01,SC,2012,29.71740095857422,11
2012-12-01,SC,2012,29.62291782382717,12
2013-01-01,SC,2013,29.70367987763704,1
2013-02-01,SC,2013,29.78444193144691,2
2013-03-01,SC,2013,29.857388302630017,3
2013-04-01,SC,2013,29.938150356439888,4
2013-05-01,SC,2013,30.016307182707504,5
2013-06-01,SC,2013,30.097069236517374,6
2013-07-01,SC,2013,30.17522606278499,7
2013-08-01,SC,2013,30.255988116594857,8
2013-09-01,SC,2013,30.336750170404727,9
2013-10-01,SC,2013,30.414906996672343,10
2013-11-01,SC,2013,30.495669050482213,11
2013-12-01,SC,2013,30.57382587674983,12
2011-01-01,SD,2011,6.382815016410066,1
2011-02-01,SD,2011,6.379574233954533,2
2011-03-01,SD,2011,6.3766470756075995,3
2011-04-01,SD,2011,6.373406293152066,4
2011-05-01,SD,2011,6.370270052066066,5
2011-06-01,SD,2011,6.367029269610533,6
2011-07-01,SD,2011,6.363893028524532,7
2011-08-01,SD,2011,6.360652246068999,8
2011-09-01,SD,2011,6.357411463613466,9
2011-10-01,SD,2011,6.354275222527466,10
2011-11-01,SD,2011,6.351034440071932,11
2011-12-01,SD,2011,6.347898198985932,12
2012-01-01,SD,2012,6.374146864067904,1
2012-02-01,SD,2012,6.4003955291498755,2
2012-03-01,SD,2012,6.424950731968495,3
2012-04-01,SD,2012,6.451199397050466,4
2012-05-01,SD,2012,6.476601331000761,5
2012-06-01,SD,2012,6.502849996082732,6
2012-07-01,SD,2012,6.5282519300330275,7
2012-08-01,SD,2012,6.554500595114999,8
2012-09-01,SD,2012,6.580749260196971,9
2012-10-01,SD,2012,6.606151194147266,10
2012-11-01,SD,2012,6.6323998592292375,11
2012-12-01,SD,2012,6.657801793179533,12
2013-01-01,SD,2013,6.637532814119129,1
2013-02-01,SD,2013,6.617263835058726,2
2013-03-01,SD,2013,6.598956370100941,3
2013-04-01,SD,2013,6.578687391040537,4
2013-05-01,SD,2013,6.55907225001434,5
2013-06-01,SD,2013,6.538803270953936,6
2013-07-01,SD,2013,6.519188129927739,7
2013-08-01,SD,2013,6.498919150867335,8
2013-09-01,SD,2013,6.478650171806931,9
2013-10-01,SD,2013,6.4590350307807345,10
2013-11-01,SD,2013,6.4387660517203305,11
2013-12-01,SD,2013,6.419150910694134,12
2011-01-01,TN,2011,42.25531613005534,1
2011-02-01,TN,2011,42.220320628261085,2
2011-03-01,TN,2011,42.18871178793079,3
2011-04-01,TN,2011,42.153716286136536,4
2011-05-01,TN,2011,42.11984967149693,5
2011-06-01,TN,2011,42.08485416970267,6
2011-07-01,TN,2011,42.050987555063074,7
2011-08-01,TN,2011,42.01599205326882,8
2011-09-01,TN,2011,41.98099655147456,9
2011-10-01,TN,2011,41.947129936834955,10
2011-11-01,TN,2011,41.9121344350407,11
2011-12-01,TN,2011,41.8782678204011,12
2012-01-01,TN,2012,41.74920384213781,1
2012-02-01,TN,2012,41.62013986387452,2
2012-03-01,TN,2012,41.49940259388628,3
2012-04-01,TN,2012,41.37033861562299,4
2012-05-01,TN,2012,41.24543799149723,5
2012-06-01,TN,2012,41.11637401323394,6
2012-07-01,TN,2012,40.991473389108165,7
2012-08-01,TN,2012,40.862409410844876,8
2012-09-01,TN,2012,40.73334543258159,9
2012-10-01,TN,2012,40.60844480845582,10
2012-11-01,TN,2012,40.47938083019253,11
2012-12-01,TN,2012,40.35448020606677,12
2013-01-01,TN,2013,40.3578233487126,1
2013-02-01,TN,2013,40.36116649135843,2
2013-03-01,TN,2013,40.3641861040708,3
2013-04-01,TN,2013,40.36752924671663,4
2013-05-01,TN,2013,40.370764546051305,5
2013-06-01,TN,2013,40.37410768869714,6
2013-07-01,TN,2013,40.37734298803181,7
2013-08-01,TN,2013,40.380686130677645,8
2013-09-01,TN,2013,40.38402927332348,9
2013-10-01,TN,2013,40.387264572658154,10
2013-11-01,TN,2013,40.390607715303986,11
2013-12-01,TN,2013,40.39384301463866,12
2011-01-01,TX,2011,183.95885278311215,1
2011-02-01,TX,2011,183.9474861207452,2
2011-03-01,TX,2011,183.93721945796213,3
2011-04-01,TX,2011,183.92585279559518,4
2011-05-01,TX,2011,183.91485279975618,5
2011-06-01,TX,2011,183.90348613738922,6
2011-07-01,TX,2011,183.89248614155025,7
2011-08-01,TX,2011,183.88111947918327,8
2011-09-01,TX,2011,183.86975281681632,9
2011-10-01,TX,2011,183.85875282097734,10
2011-11-01,TX,2011,183.8473861586104,11
2011-12-01,TX,2011,183.8363861627714,12
2012-01-01,TX,2012,183.81404568823544,1
2012-02-01,TX,2012,183.79170521369952,2
2012-03-01,TX,2012,183.77080606010136,3
2012-04-01,TX,2012,183.74846558556544,4
2012-05-01,TX,2012,183.7268457714984,5
2012-06-01,TX,2012,183.70450529696245,6
2012-07-01,TX,2012,183.68288548289541,7
2012-08-01,TX,2012,183.66054500835946,8
2012-09-01,TX,2012,183.63820453382354,9
2012-10-01,TX,2012,183.6165847197565,10
2012-11-01,TX,2012,183.59424424522055,11
2012-12-01,TX,2012,183.5726244311535,12
2013-01-01,TX,2013,184.77752280304716,1
2013-02-01,TX,2013,185.98242117494078,2
2013-03-01,TX,2013,187.07071647858666,3
2013-04-01,TX,2013,188.27561485048028,4
2013-05-01,TX,2013,189.441645532958,5
2013-06-01,TX,2013,190.64654390485163,6
2013-07-01,TX,2013,191.81257458732935,7
2013-08-01,TX,2013,193.017472959223,8
2013-09-01,TX,2013,194.22237133111662,9
2013-10-01,TX,2013,195.38840201359434,10
2013-11-01,TX,2013,196.59330038548796,11
2013-12-01,TX,2013,197.7593310679657,12
2011-01-01,UT,2011,15.726234828263532,1
2011-02-01,UT,2011,15.808462840312366,2
2011-03-01,UT,2011,15.882733302808084,3
2011-04-01,UT,2011,15.964961314856916,4
2011-05-01,UT,2011,16.044536810388045,5
2011-06-01,UT,2011,16.12676482243688,6
2011-07-01,UT,2011,16.206340317968007,7
2011-08-01,UT,2011,16.288568330016837,8
2011-09-01,UT,2011,16.37079634206567,9
2011-10-01,UT,2011,16.450371837596798,10
2011-11-01,UT,2011,16.53259984964563,11
2011-12-01,UT,2011,16.61217534517676,12
2012-01-01,UT,2012,16.560759101418817,1
2012-02-01,UT,2012,16.50934285766088,2
2012-03-01,UT,2012,16.46124379091958,3
2012-04-01,UT,2012,16.40982754716164,4
2012-05-01,UT,2012,16.36006989191202,5
2012-06-01,UT,2012,16.308653648154078,6
2012-07-01,UT,2012,16.25889599290446,7
2012-08-01,UT,2012,16.20747974914652,8
2012-09-01,UT,2012,16.15606350538858,9
2012-10-01,UT,2012,16.10630585013896,10
2012-11-01,UT,2012,16.05488960638102,11
2012-12-01,UT,2012,16.0051319511314,12
2013-01-01,UT,2013,16.018902815053607,1
2013-02-01,UT,2013,16.03267367897581,2
2013-03-01,UT,2013,16.045111878647482,3
2013-04-01,UT,2013,16.05888274256969,4
2013-05-01,UT,2013,16.072209385075052,5
2013-06-01,UT,2013,16.08598024899726,6
2013-07-01,UT,2013,16.099306891502618,7
2013-08-01,UT,2013,16.113077755424825,8
2013-09-01,UT,2013,16.126848619347033,9
2013-10-01,UT,2013,16.140175261852395,10
2013-11-01,UT,2013,16.1539461257746,11
2013-12-01,UT,2013,16.16727276827996,12
2011-01-01,VA,2011,51.98599602965033,1
2011-02-01,VA,2011,51.80401362359861,2
2011-03-01,VA,2011,51.63964241813253,3
2011-04-01,VA,2011,51.4576600120808,4
2011-05-01,VA,2011,51.28154800622429,5
2011-06-01,VA,2011,51.09956560017256,6
2011-07-01,VA,2011,50.92345359431605,7
2011-08-01,VA,2011,50.74147118826432,8
2011-09-01,VA,2011,50.5594887822126,9
2011-10-01,VA,2011,50.38337677635609,10
2011-11-01,VA,2011,50.20139437030436,11
2011-12-01,VA,2011,50.02528236444785,12
2012-01-01,VA,2012,50.05641352048678,1
2012-02-01,VA,2012,50.08754467652571,2
2012-03-01,VA,2012,50.11666737088471,3
2012-04-01,VA,2012,50.147798526923644,4
2012-05-01,VA,2012,50.17792545212261,5
2012-06-01,VA,2012,50.20905660816154,6
2012-07-01,VA,2012,50.2391835333605,7
2012-08-01,VA,2012,50.270314689399434,8
2012-09-01,VA,2012,50.301445845438366,9
2012-10-01,VA,2012,50.33157277063734,10
2012-11-01,VA,2012,50.36270392667627,11
2012-12-01,VA,2012,50.39283085187523,12
2013-01-01,VA,2013,50.37481818465044,1
2013-02-01,VA,2013,50.35680551742564,2
2013-03-01,VA,2013,50.340536011545176,3
2013-04-01,VA,2013,50.32252334432038,4
2013-05-01,VA,2013,50.30509173087703,5
2013-06-01,VA,2013,50.28707906365223,6
2013-07-01,VA,2013,50.26964745020888,7
2013-08-01,VA,2013,50.251634782984084,8
2013-09-01,VA,2013,50.23362211575929,9
2013-10-01,VA,2013,50.21619050231593,10
2013-11-01,VA,2013,50.19817783509114,11
2013-12-01,VA,2013,50.18074622164779,12
2011-01-01,VT,2011,3.4120631204905787,1
2011-02-01,VT,2011,3.403570991398992,2
2011-03-01,VT,2011,3.395900681251752,3
2011-04-01,VT,2011,3.387408552160165,4
2011-05-01,VT,2011,3.379190362716694,5
2011-06-01,VT,2011,3.370698233625107,6
2011-07-01,VT,2011,3.3624800441816354,7
2011-08-01,VT,2011,3.3539879150900487,8
2011-09-01,VT,2011,3.3454957859984615,9
2011-10-01,VT,2011,3.33727759655499,10
2011-11-01,VT,2011,3.3287854674634034,11
2011-12-01,VT,2011,3.320567278019932,12
2012-01-01,VT,2012,3.3130848803009862,1
2012-02-01,VT,2012,3.3056024825820405,2
2012-03-01,VT,2012,3.298602820199801,3
2012-04-01,VT,2012,3.2911204224808546,4
2012-05-01,VT,2012,3.283879392430262,5
2012-06-01,VT,2012,3.276396994711316,6
2012-07-01,VT,2012,3.2691559646607233,7
2012-08-01,VT,2012,3.2616735669417776,8
2012-09-01,VT,2012,3.2541911692228314,9
2012-10-01,VT,2012,3.2469501391722386,10
2012-11-01,VT,2012,3.239467741453293,11
2012-12-01,VT,2012,3.2322267114027,12
2013-01-01,VT,2013,3.23482870747406,1
2013-02-01,VT,2013,3.2374307035454195,2
2013-03-01,VT,2013,3.2397808935453574,3
2013-04-01,VT,2013,3.2423828896167173,4
2013-05-01,VT,2013,3.2449009503309365,5
2013-06-01,VT,2013,3.2475029464022964,6
2013-07-01,VT,2013,3.250021007116515,7
2013-08-01,VT,2013,3.252623003187875,8
2013-09-01,VT,2013,3.255224999259235,9
2013-10-01,VT,2013,3.2577430599734543,10
2013-11-01,VT,2013,3.2603450560448137,11
2013-12-01,VT,2013,3.262863116759033,12
2011-01-01,WA,2011,38.594260754120896,1
2011-02-01,WA,2011,38.67701494789776,2
2011-03-01,WA,2011,38.75176067130912,3
2011-04-01,WA,2011,38.834514865085985,4
2011-05-01,WA,2011,38.91459956874101,5
2011-06-01,WA,2011,38.997353762517875,6
2011-07-01,WA,2011,39.07743846617291,7
2011-08-01,WA,2011,39.16019265994977,8
2011-09-01,WA,2011,39.242946853726636,9
2011-10-01,WA,2011,39.32303155738166,10
2011-11-01,WA,2011,39.405785751158525,11
2011-12-01,WA,2011,39.48587045481356,12
2012-01-01,WA,2012,39.49599679056523,1
2012-02-01,WA,2012,39.5061231263169,2
2012-03-01,WA,2012,39.5155961500846,3
2012-04-01,WA,2012,39.52572248583627,4
2012-05-01,WA,2012,39.53552216559596,5
2012-06-01,WA,2012,39.54564850134763,6
2012-07-01,WA,2012,39.55544818110731,7
2012-08-01,WA,2012,39.56557451685899,8
2012-09-01,WA,2012,39.57570085261066,9
2012-10-01,WA,2012,39.58550053237034,10
2012-11-01,WA,2012,39.59562686812202,11
2012-12-01,WA,2012,39.6054265478817,12
2013-01-01,WA,2013,39.65988962911662,1
2013-02-01,WA,2013,39.71435271035155,2
2013-03-01,WA,2013,39.7635451708218,3
2013-04-01,WA,2013,39.81800825205673,4
2013-05-01,WA,2013,39.87071445970343,5
2013-06-01,WA,2013,39.92517754093835,6
2013-07-01,WA,2013,39.97788374858505,7
2013-08-01,WA,2013,40.03234682981998,8
2013-09-01,WA,2013,40.0868099110549,9
2013-10-01,WA,2013,40.1395161187016,10
2013-11-01,WA,2013,40.19397919993653,11
2013-12-01,WA,2013,40.24668540758323,12
2011-01-01,WI,2011,29.375852220077444,1
2011-02-01,WI,2011,29.290345439416033,2
2011-03-01,WI,2011,29.213113508496043,3
2011-04-01,WI,2011,29.127606727834632,4
2011-05-01,WI,2011,29.04485823042036,5
2011-06-01,WI,2011,28.959351449758945,6
2011-07-01,WI,2011,28.876602952344676,7
2011-08-01,WI,2011,28.79109617168326,8
2011-09-01,WI,2011,28.705589391021846,9
2011-10-01,WI,2011,28.622840893607574,10
2011-11-01,WI,2011,28.537334112946162,11
2011-12-01,WI,2011,28.45458561553189,12
2012-01-01,WI,2012,28.447871671786956,1
2012-02-01,WI,2012,28.441157728042022,2
2012-03-01,WI,2012,28.434876941958052,3
2012-04-01,WI,2012,28.428162998213118,4
2012-05-01,WI,2012,28.421665633298666,5
2012-06-01,WI,2012,28.41495168955373,6
2012-07-01,WI,2012,28.408454324639276,7
2012-08-01,WI,2012,28.401740380894342,8
2012-09-01,WI,2012,28.395026437149408,9
2012-10-01,WI,2012,28.388529072234956,10
2012-11-01,WI,2012,28.38181512849002,11
2012-12-01,WI,2012,28.37531776357557,12
2013-01-01,WI,2013,28.336309389684807,1
2013-02-01,WI,2013,28.297301015794044,2
2013-03-01,WI,2013,28.262067645828193,3
2013-04-01,WI,2013,28.223059271937426,4
2013-05-01,WI,2013,28.1853092326883,5
2013-06-01,WI,2013,28.146300858797538,6
2013-07-01,WI,2013,28.108550819548412,7
2013-08-01,WI,2013,28.06954244565765,8
2013-09-01,WI,2013,28.030534071766883,9
2013-10-01,WI,2013,27.992784032517758,10
2013-11-01,WI,2013,27.953775658626995,11
2013-12-01,WI,2013,27.91602561937787,12
2011-01-01,WV,2011,11.376966068420632,1
2011-02-01,WV,2011,11.338968336820166,2
2011-03-01,WV,2011,11.304647805052001,3
2011-04-01,WV,2011,11.266650073451533,4
2011-05-01,WV,2011,11.2298780751285,5
2011-06-01,WV,2011,11.191880343528032,6
2011-07-01,WV,2011,11.155108345204999,7
2011-08-01,WV,2011,11.117110613604533,8
2011-09-01,WV,2011,11.079112882004065,9
2011-10-01,WV,2011,11.042340883681032,10
2011-11-01,WV,2011,11.004343152080564,11
2011-12-01,WV,2011,10.96757115375753,12
2012-01-01,WV,2012,11.00152372448406,1
2012-02-01,WV,2012,11.03547629521059,2
2012-03-01,WV,2012,11.067238377503148,3
2012-04-01,WV,2012,11.101190948229677,4
2012-05-01,WV,2012,11.134048274739222,5
2012-06-01,WV,2012,11.16800084546575,6
2012-07-01,WV,2012,11.200858171975295,7
2012-08-01,WV,2012,11.234810742701823,8
2012-09-01,WV,2012,11.268763313428352,9
2012-10-01,WV,2012,11.301620639937896,10
2012-11-01,WV,2012,11.335573210664425,11
2012-12-01,WV,2012,11.36843053717397,12
2013-01-01,WV,2013,11.33423142994498,1
2013-02-01,WV,2013,11.30003232271599,2
2013-03-01,WV,2013,11.26914280650916,3
2013-04-01,WV,2013,11.234943699280171,4
2013-05-01,WV,2013,11.201847789058569,5
2013-06-01,WV,2013,11.167648681829577,6
2013-07-01,WV,2013,11.134552771607975,7
2013-08-01,WV,2013,11.100353664378986,8
2013-09-01,WV,2013,11.066154557149996,9
2013-10-01,WV,2013,11.033058646928392,10
2013-11-01,WV,2013,10.998859539699403,11
2013-12-01,WV,2013,10.9657636294778,12
2011-01-01,WY,2011,8.18262204312077,1
2011-02-01,WY,2011,8.124684507938106,2
2011-03-01,WY,2011,8.072353830998926,3
2011-04-01,WY,2011,8.014416295816263,4
2011-05-01,WY,2011,7.958347713381427,5
2011-06-01,WY,2011,7.900410178198763,6
2011-07-01,WY,2011,7.844341595763927,7
2011-08-01,WY,2011,7.786404060581264,8
2011-09-01,WY,2011,7.7284665253986,9
2011-10-01,WY,2011,7.672397942963765,10
2011-11-01,WY,2011,7.614460407781101,11
2011-12-01,WY,2011,7.558391825346265,12
2012-01-01,WY,2012,7.591579900068888,1
2012-02-01,WY,2012,7.624767974791512,2
2012-03-01,WY,2012,7.655814883402998,3
2012-04-01,WY,2012,7.689002958125621,4
2012-05-01,WY,2012,7.721120449792676,5
2012-06-01,WY,2012,7.754308524515299,6
2012-07-01,WY,2012,7.786426016182354,7
2012-08-01,WY,2012,7.8196140909049765,8
2012-09-01,WY,2012,7.852802165627599,9
2012-10-01,WY,2012,7.884919657294654,10
2012-11-01,WY,2012,7.918107732017277,11
2012-12-01,WY,2012,7.950225223684332,12
2013-01-01,WY,2013,7.91908120644656,1
2013-02-01,WY,2013,7.887937189208788,2
2013-03-01,WY,2013,7.859807109123058,3
2013-04-01,WY,2013,7.828663091885287,4
2013-05-01,WY,2013,7.798523720364861,5
2013-06-01,WY,2013,7.76737970312709,6
2013-07-01,WY,2013,7.737240331606665,7
2013-08-01,WY,2013,7.706096314368893,8
2013-09-01,WY,2013,7.674952297131121,9
2013-10-01,WY,2013,7.6448129256106965,10
2013-11-01,WY,2013,7.613668908372924,11
2013-12-01,WY,2013,7.5835295368525,12
